Employee_ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating
00-25372341,Phyllis,Manning,Male,New York,New York City,Bachelor,15/07/1997,4/7/2023,31/12/2023,Operations,Logistics Coordinator,"$65,413.00",Satisfactory
00-24508768,Shannon,Walton,Male,New York,New York City,Bachelor,15/03/1972,22/11/2020,21/05/2021,IT,Software Developer,"$95,493.00",Good
00-60372847,Dana,Cannon,Male,Michigan,Grand Rapids,Bachelor,2/2/1995,22/07/2019,8/6/2022,Sales,Sales Representative,"$82,548.00",Satisfactory
00-20200074,Todd,Allen,Female,New York,New York City,Bachelor,12/10/1972,19/06/2020,16/12/2020,Finance,Financial Analyst,"$95,235.00",Good
00-23676961,Chris,Mitchell,Female,New York,New York City,Bachelor,29/10/1962,16/04/2022,13/10/2022,Marketing,SEO Specialist,"$81,450.00",Good
00-90585882,Matthew,Orozco,Female,New York,New York City,Bachelor,14/10/2001,1/2/2023,31/07/2023,Marketing,Content Creator,"$58,407.00",Excellent
00-15512205,Devon,Hall,Male,New York,New York City,Bachelor,4/6/1969,27/09/2018,7/8/2021,Sales,Sales Representative,"$81,959.00",Satisfactory
00-59737181,Eric,Lewis,Male,New York,New York City,PhD,2/9/1968,10/6/2016,12/5/2021,Sales,Sales Specialist,"$74,105.00",Excellent
00-11698142,Rick,Daniels,Male,New York,New York City,Bachelor,20/10/1993,11/6/2023,8/12/2023,Customer Service,Help Desk Technician,"$78,079.00",Satisfactory
00-68186525,Bryan,Wall,Male,Illinois,Naperville,High School,29/04/1975,31/05/2024,27/11/2024,Customer Service,Customer Service Representative,"$60,685.00",Excellent
00-71705170,Rebecca,Silva,Male,New York,New York City,Master,28/05/1970,28/09/2022,27/03/2023,IT,System Administrator,"$91,983.00",Good
00-80027662,Andrew,Gilmore,Male,New York,New York City,Bachelor,26/11/1983,11/8/2018,7/2/2019,Operations,Inventory Specialist,"$68,235.00",Good
00-82232344,Omar,Smith,Female,New York,New York City,Master,2/6/1972,17/05/2023,13/11/2023,Sales,Sales Consultant,"$96,575.00",Excellent
00-89520597,Kenneth,Price,Female,North Carolina,Charlotte,High School,6/2/1981,13/12/2017,14/06/2019,Customer Service,Help Desk Technician,"$80,107.00",Needs Improvement
00-21631697,Stephanie,Barnes,Male,Illinois,Naperville,Master,10/6/1987,18/10/2017,16/04/2018,Sales,Sales Manager,"$111,822.00",Excellent
00-72372114,Jessica,Marsh,Female,New York,New York City,Bachelor,26/06/1973,14/12/2020,12/6/2021,Sales,Sales Consultant,"$74,894.00",Good
00-55150390,Jeffrey,Robinson,Male,New York,New York City,Bachelor,16/09/1983,19/06/2015,3/9/2018,Customer Service,Customer Service Representative,"$68,170.00",Satisfactory
00-75437844,Todd,Price,Male,Michigan,Detroit,High School,23/04/1986,17/09/2017,16/03/2018,IT,IT Support Specialist,"$58,120.00",Needs Improvement
00-47535126,Erin,Powell,Male,New York,New York City,Master,2/2/1992,6/3/2023,2/9/2023,Sales,Sales Consultant,"$69,351.00",Excellent
00-84597009,Mary,Calhoun,Female,New York,New York City,Bachelor,16/05/1980,30/08/2015,11/6/2020,Operations,Inventory Specialist,"$63,090.00",Needs Improvement
00-42394260,Amanda,Meadows,Female,North Carolina,Charlotte,Bachelor,8/9/1969,18/08/2022,14/02/2023,Finance,Accountant,"$66,590.00",Good
00-42255732,Anne,Johnson,Male,New York,New York City,Bachelor,7/7/1960,7/9/2022,6/3/2023,IT,Software Developer,"$94,979.00",Good
00-75876924,Roy,Camacho,Female,New York,New York City,Bachelor,15/04/1966,12/3/2019,8/9/2019,Customer Service,Support Specialist,"$68,030.00",Good
00-49491631,Brent,Gray,Female,Michigan,Detroit,Bachelor,19/08/1989,24/03/2017,12/12/2023,Marketing,Content Creator,"$55,734.00",Satisfactory
00-51098277,Shawn,Rogers,Female,Pennsylvania,Philadelphia,Bachelor,26/05/1969,8/12/2022,6/6/2023,Sales,Sales Representative,"$65,009.00",Satisfactory
00-84285882,Nicholas,Walton,Female,Michigan,Grand Rapids,PhD,7/4/1990,19/11/2020,18/05/2021,Sales,Sales Specialist,"$73,797.00",Excellent
00-83871890,Robert,Conley,Female,New York,New York City,Bachelor,18/10/1961,2/7/2018,29/01/2020,Customer Service,Customer Service Representative,"$59,391.00",Good
00-46361787,Andrew,Ryan,Male,New York,New York City,Bachelor,8/12/1977,16/05/2018,12/11/2018,Sales,Sales Consultant,"$95,438.00",Good
00-35848226,Jeffrey,Jones,Female,New York,New York City,Bachelor,31/01/1992,11/9/2018,10/3/2019,Marketing,Marketing Coordinator,"$52,863.00",Satisfactory
00-34850391,Billy,Johnson,Female,Pennsylvania,Philadelphia,Bachelor,4/11/1976,7/4/2017,23/12/2024,Sales,Sales Representative,"$59,645.00",Good
00-47111151,James,Smith,Female,New York,New York City,Master,24/04/1990,1/3/2022,28/08/2022,IT,System Administrator,"$72,411.00",Excellent
00-47983442,John,Wells,Female,North Carolina,Charlotte,Master,2/8/1980,14/02/2024,12/8/2024,Sales,Sales Consultant,"$92,457.00",Good
00-40532273,Anne,Robinson,Female,New York,New York City,Bachelor,3/9/1962,29/09/2018,28/03/2019,Customer Service,Customer Service Representative,"$64,737.00",Good
00-81690398,Jonathan,Wood,Female,New York,New York City,Bachelor,9/6/1980,23/08/2016,,Customer Service,Help Desk Technician,"$78,322.00",Good
00-84270583,Catherine,Adkins,Male,New York,New York City,Bachelor,25/03/1996,14/02/2017,8/11/2024,Operations,Inventory Specialist,"$63,371.00",Good
00-75884623,Kimberly,Martin,Female,New York,New York City,High School,21/02/1994,30/04/2016,27/01/2019,Operations,Inventory Specialist,"$61,038.00",Needs Improvement
00-48163378,Daniel,Johnson,Male,New York,New York City,Master,9/12/1990,2/5/2019,29/03/2022,IT,Software Developer,"$102,531.00",Good
00-34744872,Barbara,Odonnell,Male,Illinois,Chicago,Bachelor,13/11/1996,25/05/2024,21/11/2024,Marketing,Marketing Coordinator,"$72,436.00",Good
00-74119726,Randy,Espinoza,Male,Ohio,Cleveland,Bachelor,22/03/1996,30/01/2016,23/10/2023,Sales,Sales Representative,"$62,740.00",Satisfactory
00-76001106,Brittany,Rivas,Male,New York,New York City,Bachelor,3/4/1986,4/4/2016,1/10/2016,Finance,Accountant,"$71,374.00",Satisfactory
00-17195288,Curtis,Barton,Female,New York,New York City,High School,3/7/1989,27/11/2017,19/12/2018,Marketing,Content Creator,"$53,525.00",Needs Improvement
00-21432787,Gabrielle,Trujillo,Female,New York,New York City,Bachelor,30/04/1970,5/11/2018,4/5/2019,Customer Service,Support Specialist,"$57,059.00",Satisfactory
00-65857931,Tonya,Patton,Female,New York,New York City,High School,26/05/1999,15/05/2021,11/11/2021,Customer Service,Help Desk Technician,"$81,281.00",Needs Improvement
00-80138498,Amanda,Stanley,Male,New York,New York City,Bachelor,26/05/1973,27/01/2018,26/07/2018,Sales,Sales Representative,"$77,133.00",Good
00-88990506,William,Peterson,Male,Illinois,Chicago,Bachelor,27/01/1977,25/11/2018,24/05/2019,Operations,Logistics Coordinator,"$59,761.00",Excellent
00-93352876,Robert,Henry,Male,New York,New York City,High School,5/4/1970,17/06/2016,14/12/2016,Customer Service,Help Desk Technician,"$69,063.00",Needs Improvement
00-37888820,Susan,Reid,Male,New York,New York City,Master,31/10/1977,18/11/2021,17/05/2022,IT,System Administrator,"$89,816.00",Good
00-20896797,Steve,Hernandez,Male,Ohio,Columbus,Bachelor,30/10/1993,10/3/2017,28/08/2021,Finance,Accounts Payable Specialist,"$61,703.00",Good
00-20075036,Jessica,Sheppard,Female,New York,New York City,Bachelor,21/12/1973,15/04/2017,,Finance,Accountant,"$87,080.00",Satisfactory
00-89699989,Christina,Gillespie,Male,New York,New York City,Bachelor,12/1/1964,28/10/2019,25/04/2020,Customer Service,Help Desk Technician,"$66,381.00",Excellent
00-48668783,Timothy,Graham,Female,New York,New York City,High School,16/06/1981,11/10/2022,9/4/2023,Operations,Inventory Specialist,"$57,499.00",Needs Improvement
00-70939053,Brittany,Morris,Female,New York,New York City,Bachelor,10/2/1975,5/4/2016,1/4/2024,Operations,Inventory Specialist,"$56,166.00",Excellent
00-93893865,Mariah,Miller,Male,New York,New York City,Bachelor,7/9/1997,8/12/2020,23/07/2022,Sales,Sales Representative,"$82,595.00",Good
00-25405014,Shannon,Christensen,Male,New York,New York City,High School,1/4/1996,9/8/2020,22/07/2022,Operations,Inventory Specialist,"$62,555.00",Needs Improvement
00-45652586,Cheryl,Gray,Female,Michigan,Warren,Bachelor,16/03/1961,12/1/2023,11/7/2023,Operations,Inventory Specialist,"$65,121.00",Good
00-32269779,Troy,Nguyen,Male,New York,New York City,Bachelor,2/7/1992,9/7/2017,5/1/2018,Marketing,Marketing Coordinator,"$73,622.00",Good
00-86397676,Jason,Salinas,Female,New York,New York City,PhD,29/11/1966,12/5/2024,8/11/2024,Finance,Financial Analyst,"$107,609.00",Excellent
00-72907576,Joshua,Carlson,Female,New York,New York City,High School,16/07/1999,8/12/2022,6/6/2023,IT,IT Support Specialist,"$55,096.00",Needs Improvement
00-46540265,Joshua,Smith,Female,New York,New York City,Bachelor,19/12/1986,15/03/2020,15/06/2021,Operations,Operations Analyst,"$69,793.00",Excellent
00-20796722,Christopher,Cortez,Female,Michigan,Detroit,Bachelor,18/07/1982,8/7/2020,18/09/2021,IT,Software Developer,"$102,129.00",Satisfactory
00-53261270,Angela,Allen,Male,New York,New York City,Master,27/05/1986,4/7/2021,31/12/2021,IT,System Administrator,"$67,886.00",Excellent
00-40725714,Debbie,Henry,Female,New York,New York City,Bachelor,24/11/1983,3/11/2018,2/5/2019,Operations,Operations Analyst,"$71,889.00",Satisfactory
00-12784407,Andre,Phillips,Female,New York,New York City,High School,30/10/1972,6/6/2024,3/12/2024,Customer Service,Customer Service Representative,"$62,790.00",Needs Improvement
00-46173157,Heather,Torres,Female,New York,New York City,Bachelor,29/07/1976,13/08/2020,9/2/2021,Operations,Logistics Coordinator,"$58,167.00",Satisfactory
00-79654147,Miguel,Tran,Female,New York,New York City,High School,7/8/1999,14/05/2022,10/11/2022,Customer Service,Support Specialist,"$59,713.00",Needs Improvement
00-88561612,Ronald,Reese,Male,New York,New York City,Bachelor,5/12/1972,9/5/2019,5/11/2019,Operations,Logistics Coordinator,"$63,660.00",Satisfactory
00-73083727,Michael,Chavez,Female,New York,New York City,Bachelor,28/02/1981,30/04/2018,13/06/2021,Operations,Inventory Specialist,"$55,713.00",Satisfactory
00-99943797,John,Martinez,Male,New York,New York City,Bachelor,7/7/1990,15/03/2016,26/06/2023,Customer Service,Help Desk Technician,"$78,805.00",Good
00-65250068,Leslie,Newton,Female,New York,New York City,Bachelor,11/7/1978,24/10/2022,22/04/2023,Sales,Sales Representative,"$60,912.00",Good
00-63747791,Hannah,Lee,Male,New York,New York City,High School,8/10/1980,14/10/2017,11/4/2018,Operations,Inventory Specialist,"$66,240.00",Needs Improvement
00-71045700,Todd,Hardy,Male,New York,New York City,High School,27/04/1990,22/10/2016,29/10/2019,Customer Service,Support Specialist,"$60,280.00",Excellent
00-25558733,Alicia,Campbell,Male,New York,New York City,Bachelor,28/03/1989,9/2/2024,7/8/2024,Customer Service,Customer Service Representative,"$64,287.00",Good
00-79067939,Marissa,Phillips,Male,New York,New York City,Master,5/2/1983,21/05/2023,17/11/2023,Sales,Sales Specialist,"$66,781.00",Excellent
00-82825679,Harry,Smith,Male,New York,New York City,Bachelor,26/07/1970,27/07/2019,23/01/2020,Sales,Sales Representative,"$84,094.00",Good
00-79583757,David,Williams,Female,New York,New York City,Bachelor,18/07/1971,22/01/2018,26/04/2024,Sales,Sales Representative,"$66,981.00",Good
00-69329732,Angela,Terry,Female,New York,New York City,Bachelor,22/08/1978,19/02/2022,22/08/2023,Customer Service,Help Desk Technician,"$78,546.00",Good
00-83715012,Dana,Mullins,Male,Virginia,Richmond,Bachelor,19/07/1965,9/2/2017,19/10/2020,Operations,Logistics Coordinator,"$64,019.00",Good
00-75056916,Monique,Andrews,Male,New York,New York City,Bachelor,25/12/1984,1/7/2016,11/4/2021,Sales,Sales Representative,"$80,980.00",Excellent
00-42117961,Timothy,Peterson,Female,West Virginia,Charleston,Bachelor,21/07/1991,20/01/2022,19/07/2022,Sales,Sales Representative,"$58,242.00",Good
00-11835355,Johnny,Hensley,Female,New York,New York City,Master,3/8/1986,14/02/2020,3/7/2023,IT,Software Developer,"$95,432.00",Good
00-25228493,Lynn,Morales,Male,New York,New York City,Bachelor,31/07/1966,29/01/2019,8/9/2021,Customer Service,Support Specialist,"$72,036.00",Good
00-30665654,Barbara,Parks,Female,New York,New York City,Bachelor,26/12/1980,28/02/2020,26/08/2020,Sales,Sales Representative,"$69,216.00",Satisfactory
00-78299645,Edward,Hart,Male,Illinois,Chicago,Bachelor,24/07/1978,28/04/2022,25/10/2022,Customer Service,Customer Service Representative,"$63,344.00",Needs Improvement
00-74759996,Christopher,Wright,Male,North Carolina,Raleigh,Bachelor,12/9/1980,4/8/2018,31/01/2019,Marketing,Content Creator,"$63,342.00",Good
00-83989546,Kathy,Obrien,Male,Michigan,Grand Rapids,Bachelor,30/05/2000,4/11/2017,4/2/2019,Customer Service,Customer Service Representative,"$67,818.00",Satisfactory
00-78214937,Christine,Rowe,Male,New York,New York City,Bachelor,19/12/1960,28/05/2022,15/10/2024,Customer Service,Customer Service Representative,"$74,416.00",Good
00-19369750,Shannon,Ramos,Female,New York,New York City,High School,9/9/1992,1/12/2017,30/05/2018,Customer Service,Customer Service Representative,"$59,823.00",Excellent
00-78147397,Brianna,Patterson,Male,New York,New York City,Bachelor,23/11/1974,9/8/2017,5/2/2018,Marketing,Marketing Coordinator,"$77,963.00",Excellent
00-50071487,Christine,Lynch,Male,New York,New York City,High School,28/09/1975,15/10/2017,12/4/2018,Operations,Inventory Specialist,"$58,852.00",Needs Improvement
00-75718414,Cory,Farmer,Female,New York,New York City,Bachelor,25/04/1988,31/08/2017,27/02/2018,Operations,Logistics Coordinator,"$56,099.00",Excellent
00-75007200,Jason,Guerrero,Male,Virginia,Richmond,Bachelor,24/07/1967,2/3/2018,18/05/2019,Sales,Sales Representative,"$80,089.00",Good
00-82937948,John,Arnold,Female,New York,New York City,Bachelor,15/12/1975,2/3/2018,16/12/2021,Operations,Logistics Coordinator,"$54,065.00",Satisfactory
00-35320492,Aaron,Hayes,Female,Michigan,Detroit,Bachelor,7/8/1987,18/08/2018,14/02/2019,Finance,Accounts Payable Specialist,"$65,623.00",Needs Improvement
00-61401477,Terry,Johnson,Male,New York,New York City,Bachelor,11/10/1977,22/04/2017,7/2/2020,Customer Service,Help Desk Technician,"$65,571.00",Good
00-52704903,Jasmine,Warner,Female,New York,New York City,PhD,15/01/1986,26/06/2022,23/12/2022,Sales,Sales Specialist,"$94,650.00",Excellent
00-61167978,Charles,Hall,Female,New York,New York City,Bachelor,9/1/1988,13/04/2018,10/10/2018,Finance,Accountant,"$87,620.00",Excellent
00-97512508,Kristin,Weber,Female,New York,New York City,Master,11/1/1986,13/09/2018,12/3/2019,Operations,Operations Analyst,"$84,470.00",Excellent
00-26944487,Linda,Gonzalez,Male,New York,New York City,Bachelor,17/09/1988,14/02/2020,21/04/2021,Sales,Sales Specialist,"$74,777.00",Good
00-23470708,Amy,Holland,Female,New York,New York City,Bachelor,6/6/2000,19/12/2017,16/06/2018,Operations,Logistics Coordinator,"$55,889.00",Good
00-80591959,Joseph,Thomas,Male,Virginia,Norfolk,Bachelor,26/05/1982,24/01/2024,22/07/2024,Operations,Logistics Coordinator,"$67,280.00",Good
00-29348212,Gabriel,Parker,Female,Pennsylvania,Allentown,Master,7/9/1975,18/10/2019,15/04/2020,Sales,Sales Consultant,"$87,940.00",Excellent
00-20043277,Madison,Morse,Female,Illinois,Naperville,High School,29/06/1959,20/06/2019,22/04/2021,Customer Service,Help Desk Technician,"$58,676.00",Needs Improvement
00-93652460,David,Barker,Male,New York,New York City,High School,9/6/1993,29/09/2022,28/03/2023,IT,IT Support Specialist,"$66,001.00",Needs Improvement
00-54099326,Richard,Nelson,Male,Ohio,Cleveland,High School,2/3/1992,29/07/2017,25/01/2018,Customer Service,Customer Service Representative,"$61,836.00",Needs Improvement
00-52501540,Troy,Miller,Female,New York,New York City,Bachelor,12/3/1986,16/01/2021,15/07/2021,Sales,Sales Representative,"$72,320.00",Satisfactory
00-82613940,Pamela,Navarro,Female,New York,New York City,Bachelor,26/12/1977,23/08/2015,17/03/2021,Customer Service,Help Desk Technician,"$67,779.00",Needs Improvement
00-94712997,John,Davis,Female,New York,New York City,Bachelor,6/9/1990,19/09/2022,1/7/2023,Customer Service,Help Desk Technician,"$76,637.00",Excellent
00-22130508,Mary,Johnston,Male,New York,New York City,Bachelor,16/11/1986,9/1/2019,21/07/2022,Operations,Inventory Specialist,"$58,495.00",Good
00-95060193,Yvonne,Chambers,Female,New York,New York City,Bachelor,15/01/1967,15/04/2022,12/10/2022,Customer Service,Support Specialist,"$62,938.00",Good
00-32329103,Barbara,Hines,Male,West Virginia,Huntington,High School,1/4/1981,10/3/2022,6/9/2022,Customer Service,Help Desk Technician,"$67,455.00",Needs Improvement
00-53536830,Thomas,Pearson,Female,New York,New York City,Bachelor,8/7/1985,22/12/2017,19/06/2018,Operations,Logistics Coordinator,"$57,243.00",Satisfactory
00-60310319,Joshua,Shea,Male,New York,New York City,Bachelor,21/08/1980,19/06/2019,16/12/2019,Marketing,Marketing Coordinator,"$77,791.00",Satisfactory
00-65304649,Cynthia,Vasquez,Male,New York,New York City,Master,16/10/1982,5/2/2020,3/8/2020,Marketing,Marketing Manager,"$94,659.00",Excellent
00-33497411,Theodore,Ortiz,Male,New York,New York City,Bachelor,5/5/1975,4/5/2016,23/03/2020,Customer Service,Customer Service Representative,"$70,991.00",Needs Improvement
00-42323627,Elizabeth,Hodge,Female,New York,New York City,Bachelor,24/03/1982,8/5/2020,6/7/2023,Sales,Sales Representative,"$67,107.00",Satisfactory
00-41163805,Robert,Simpson,Male,New York,New York City,Bachelor,3/7/1983,15/09/2019,13/03/2020,Operations,Logistics Coordinator,"$67,154.00",Good
00-44269370,Sierra,Cervantes,Female,New York,New York City,Bachelor,22/02/1987,2/8/2022,30/05/2023,Operations,Inventory Specialist,"$57,452.00",Satisfactory
00-83363160,Benjamin,Miller,Male,Illinois,Chicago,High School,8/7/1992,9/4/2017,24/03/2022,Customer Service,Customer Service Representative,"$61,258.00",Needs Improvement
00-88862539,Marcus,Cordova,Female,New York,New York City,Bachelor,23/05/1970,6/6/2017,15/04/2020,Sales,Sales Representative,"$65,222.00",Needs Improvement
00-43567615,Michelle,Bryan,Female,New York,New York City,High School,28/08/1996,1/1/2019,30/06/2019,Marketing,SEO Specialist,"$76,873.00",Needs Improvement
00-61632653,Diane,Daniels,Female,New York,New York City,Bachelor,6/10/1983,10/6/2017,16/01/2018,Sales,Sales Representative,"$68,800.00",Excellent
00-61185849,Brian,Stone,Male,New York,New York City,Bachelor,8/2/1964,29/08/2020,25/02/2021,Operations,Operations Analyst,"$79,458.00",Good
00-49625201,Katherine,Garrett,Female,North Carolina,Raleigh,Bachelor,5/6/1981,23/10/2015,6/10/2021,Operations,Logistics Coordinator,"$53,471.00",Excellent
